Start Date,End Date,Joy Count,Joy Words,Sadness Count,Sadness Words,Anger Count,Anger Words,Fear Count,Fear Words,Trust Count,Trust Words,Disgust Count,Disgust Words,Surprise Count,Surprise Words,Anticipation Count,Anticipation Words,Sentiment Score,Sentiment Label
monday march 27 1944,tuesday march 28 1944,10,"intimate, faith, spouse, laugh, music, mother, special, jump, splendid, peaceful",7,"dark, urn, late, ill, worse, music, insult",11,"invasion, politics, ill, argument, teasing, argue, force, possession, grumble, insult, row",10,"ill, dread, teasing, worse, avoiding, force, possession, hiding, war, trembling",13,"swear, nation, intimate, faith, machine, spouse, frank, truth, mother, father, peaceful, united, patience",4,"grumble, possession, insult, ill",5,"laugh, surprising, peaceful, splendid, insult",11,"impatient, clock, intimate, faith, dread, letter, mother, peaceful, start, long, patience",2,Positive
tuesday march 28 1944,wednesday march 29 1944,11,"sweet, teach, pretty, smile, beauty, love, content, mother, beautiful, true, fun",6,"dark, difficulties, ill, crazy, unhappy, struggle",6,"politics, ill, crazy, unhappy, struggle, jealous",7,"ill, crazy, watch, difficult, homework, hiding, struggle",13,"sweet, teach, show, pretty, smile, school, frank, truth, mother, content, true, word, father",4,"clumsy, ill, jealous, unhappy",4,"sweet, teach, smile, occasional",6,"sweet, pretty, thought, mother, watch, fun",7,Positive
wednesday march 29 1944,friday march 31 1944,7,"electric, reward, good, deal, amusing, food, diary",7,"worse, black, leave, prison, sick, stripped, steal",6,"raging, stolen, stripped, prison, smash, steal",10,"frightened, raging, worse, prison, stripped, hiding, smash, police, war, steal",10,"cabinet, reward, secret, police, good, deal, fellow, food, title, diary",3,"sick, raging, stripped",6,"frightened, electric, reward, good, leave, deal",8,"reward, coming, wait, board, good, deal, stripped, public",-1,Negative
friday march 31 1944,saturday april 1 1944,7,"save, pretty, good, optimism, special, joy, god",6,"doomed, forsaken, punch, loss, awful, tough",4,"punch, awful, forsaken, loss",7,"doomed, withstand, punch, shaking, awful, loss, god",7,"fairly, save, pretty, frank, good, optimism, god",2,"awful, lemon",3,"punch, optimism, good",8,"expecting, withstand, pretty, good, optimism, time, long, god",3,Positive
saturday april 1 1944,monday april 3 1944,3,"kiss, good, sweet",2,"longing, ill",1,ill,2,"ill, difficult",4,"sweet, shoulder, frank, good",1,ill,3,"kiss, good, sweet",6,"sweet, impatient, longing, kiss, good, time",7,Positive
monday april 3 1944,wednesday april 5 1944,7,"fun, good, food, alive, goodness, delightful, god",3,"difficulty, shortage, tough",2,"difficulty, shortage",4,"difficulty, shortage, god, chicken",8,"usual, frank, good, food, alive, goodness, delightful, god",1,stomach,2,"good, goodness",9,"importance, god, hungry, good, time, alive, goodness, delightful, fun",14,Highly Positive
wednesday april 5 1944,thursday april 6 1944,14,"vivid, cheerful, gift, wonderful, spirits, achieve, good, mother, special, alive, excited, diary, god, humorous",9,"sob, bothering, forgotten, punch, miserable, awful, death, struggle, cry",7,"bothering, punch, miserable, awful, death, struggle, row",8,"forgotten, god, punch, awful, death, war, struggle, remains",13,"fact, secret, god, school, wonderful, frank, achieve, good, mother, alive, excited, diary, remains",6,"remains, ignorant, miserable, awful, death, lemon",8,"cheerful, gift, wonderful, spirits, punch, good, death, excited",12,"gift, develop, coming, spirits, thought, good, mother, time, death, alive, excited, god",9,Positive
thursday april 6 1944,tuesday april 11 1944,3,"progress, hobby, favorite",1,ill,1,ill,2,"ill, warn",4,"school, frank, warn, favorite",1,ill,2,"warn, surprised",5,"progress, wait, time, public, warn",7,Positive
tuesday april 11 1944,friday april 14 1944,25,"teach, shining, safe, good, finally, gorgeous, found, god, fun, happiness, diary, white, freedom, laugh, beautiful, food, young, garden, love, music, mother, achieve, deal, goodness, satisfied",31,"danger, discomfort, wail, worse, misery, dashed, exhausted, missing, die, lie, bad, terrible, falling, defeated, fall, ashes, darkness, death, suffering, sentence, shiver, quiet, broken, case, doomed, ill, deserted, interrupted, bang, music, black",30,"lying, combat, misery, dashed, demand, revenge, lie, bad, terrible, rage, darkness, death, kick, bear, carelessness, tension, bark, fighting, sentence, shiver, fear, broken, angry, invasion, ill, complaint, suspicious, deserted, bang, smell",44,"danger, hide, fled, combat, wail, worse, misery, dashed, revenge, missing, die, god, bad, trembling, barricade, risk, frightened, terrible, ware, darkness, death, bear, warn, suffering, sentence, shiver, nervous, fear, courageous, afraid, hiding, broken, police, case, war, doomed, ill, deserted, guard, forced, bang, flying, watch, terror",36,"dare, teach, machine, safe, justice, good, finally, innocent, found, god, religion, agreed, frank, leaning, diary, trust, warn, watchman, usual, white, freedom, planning, father, food, police, strength, fact, guard, truth, mother, achieve, ground, deal, inform, shoulder, goodness",17,"angry, terrible, waste, ill, deserted, lying, sentence, suffering, bang, smell, misery, finally, death, toilet, lie, carelessness, bad",19,"teach, goodness, good, finally, revenge, frightened, death, occasional, warn, guess, laugh, incident, young, bang, unexpectedly, suddenly, deal, chance, trip",36,"dare, shining, coming, good, finally, revenge, start, fun, god, risk, ready, plan, time, death, happiness, warn, probability, white, wait, sentence, board, shiver, planning, invitation, intended, nervous, expecting, clock, young, suspicious, attempt, thought, mother, deal, watch, goodness",-25,Highly Negative
friday april 14 1944,saturday april 15 1944,5,"hope, love, sun, good, luck",7,"exile, grumpy, doubt, worse, interested, stifled, bad",5,"exile, grumpy, lying, stifled, bad",6,"exile, doubt, worse, stifled, government, bad",5,"hope, doubt, frank, sun, good",6,"drivel, grumpy, lying, interested, ugly, bad",4,"good, luck, hope, sun",5,"hope, sun, good, time, luck",-9,Negative
saturday april 15 1944,sunday april 16 1944,9,"comfort, hope, sweetheart, feeling, shopping, mother, food, luck, kind",13,"bad, ill, lost, upset, sweetheart, feeling, scarce, problem, leave, sick, broken, cry, steal",8,"bad, ill, upset, feeling, possession, broken, blame, steal",9,"ill, feeling, scarce, problem, possession, broken, operation, bad, steal",14,"comfort, hope, secret, registry, count, sweetheart, feeling, shopping, frank, mother, cement, food, operation, kind",10,"toilet, bad, bombed, ill, intestinal, feeling, nose, possession, sick, blame",7,"hope, guess, feeling, shopping, leave, suddenly, luck",9,"comfort, hope, sweetheart, immediately, shopping, feeling, mother, cement, luck",-8,Negative
sunday april 16 1944,monday april 17 1944,5,"kiss, intense, wonderful, feeling, happy",2,"ill, feeling",4,"words, intense, ill, feeling",3,"intense, ill, feeling",9,"divan, wonderful, intense, feeling, frank, top, important, happy, shoulder",3,"intense, ill, feeling",4,"kiss, intense, wonderful, feeling",7,"kiss, feeling, time, begun, top, happy, long",9,Positive
monday april 17 1944,wednesday april 19 1944,22,"safe, wonderful, favorite, peaceful, happy, intimate, marriage, thrilling, feeling, bouquet, tree, approve, young, promise, kiss, rising, beauty, love, mother, deal, amusing, goodness",10,"ill, unhappy, fearful, lost, doubt, feeling, hurt, leave, terribly, victim",9,"ill, tree, unhappy, hot, lying, feeling, hurt, revolt, victim",9,"ill, fearful, doubt, feeling, sneaking, hurt, anxious, war, victim",24,"safe, wonderful, favorite, peaceful, intimate, marriage, secret, frank, feeling, trust, bouquet, tree, honesty, father, approve, promise, doubt, sneaking, mother, deal, iron, happy, shoulder, goodness",6,"ill, tree, unhappy, boy, lying, feeling",14,"young, tree, kiss, thrilling, wonderful, feeling, leave, judgment, revolt, deal, mouth, peaceful, goodness, occasional",19,"bye, peaceful, intimate, marriage, thrilling, feeling, time, tree, wait, anxious, young, kiss, rising, thought, sneaking, mother, deal, happy, goodness",31,Highly Positive
wednesday april 19 1944,tuesday april 25 1944,12,"marry, safe, beauty, feeling, sun, enjoying, good, finally, darling, sing, peaceful, birthday",6,"disturbed, feeling, sore, disaster, sing, bad",7,"rage, disturbed, feeling, sore, blame, disaster, bad",5,"marry, feeling, disaster, shady, bad",12,"marry, safe, frank, feeling, sun, enjoying, good, finally, darling, sing, peaceful, title",6,"bad, boy, feeling, finally, disaster, blame",9,"marry, surprisingly, feeling, sun, good, finally, disaster, peaceful, birthday",12,"marry, surprisingly, feeling, sun, enjoying, good, finally, time, sing, peaceful, long, birthday",12,Highly Positive
tuesday april 25 1944,thursday april 27 1944,7,"pretty, mother, amusing, silly, food, birthday, god",5,"cancer, ill, miserable, awful, hopeless",7,"ill, cancer, furious, miserable, awful, hit, blame",5,"cancer, ill, awful, hopeless, god",9,"dealings, pretty, frank, measure, mother, doctor, father, food, god",8,"ill, cancer, boy, furious, miserable, awful, toilet, blame",1,birthday,5,"pretty, mother, time, birthday, god",-4,Negative
thursday april 27 1944,friday april 28 1944,4,"child, abundance, sun, laugh",4,"complain, bad, malaria, agony",5,"complain, invasion, bad, agony, battle",4,"war, bad, malaria, agony",7,"serve, colonel, usual, frank, chart, sun, abundance",7,"bran, cough, nose, john, abundance, malaria, bad",2,"sun, laugh",7,"university, mill, sun, child, time, abundance, long",-2,Negative
friday april 28 1944,tuesday may 2 1944,20,"laughter, wonderful, found, amusing, passionate, feeling, tender, happiness, honest, peace, tenderness, hope, marry, comfort, kiss, love, bliss, passion, friendship, glow",11,"older, longing, bottom, forgotten, feeling, darkness, quiet, lonely, fell, honest, struggle",5,"feeling, darkness, lonely, honest, struggle",9,"marry, forgotten, feeling, darkness, lonely, honest, afraid, struggle, trembling",20,"glow, wonderful, found, confide, divan, passionate, feeling, tender, frank, honest, peace, experienced, hope, show, marry, usual, comfort, passion, friendship, strength",5,"boy, feeling, nose, honest, lonely",9,"laughter, hope, marry, kiss, wonderful, feeling, suddenly, mouth, infrequent",13,"comfort, laughter, hope, longing, marry, kiss, passionate, feeling, time, passion, happiness, glow, peace",23,Highly Positive
tuesday may 2 1944,wednesday may 3 1944,9,"promise, gift, love, good, beautiful, true, friendship, glad, birthday",2,"ill, bad",5,"bad, ill, distrust, words, quarrel",4,"distrust, ill, bad, razor",12,"agreed, friendship, show, promise, fact, worthy, frank, good, true, father, strength, trust",5,"ill, boy, distrust, lemon, bad",4,"good, gift, incident, birthday",8,"gift, coming, immediately, thought, good, time, glad, birthday",13,Highly Positive
wednesday may 3 1944,friday may 5 1944,14,"amusing, humanity, romance, beauty, laugh, finally, liberation, happiness, food, goodness, lover, diary, fun, humorous",10,"danger, murder, crazy, romance, doubt, kill, dumps, guilty, destroyed, despair",11,"rage, invasion, politics, crazy, hot, murder, dumps, guilty, destroyed, despair, destruction",13,"danger, hide, crazy, murder, romance, doubt, kill, dangerous, destroyed, despair, hiding, war, medical",12,"humanity, romance, doubt, frank, finally, food, strength, goodness, lover, diary, continue, medical",7,"dirty, mess, murder, finally, rotting, flea, despair",7,"murder, surprisingly, romance, laugh, finally, liberation, goodness",16,"fun, goodness, surprisingly, romance, finally, reconstruction, time, tomorrow, adventure, happiness, liberation, long, start, lover, continue, medical",1,Positive
friday may 5 1944,saturday may 6 1944,4,"good, mother, kind, laugh",12,"forbid, bad, older, ill, unhappy, doubt, wanting, miserable, leave, lonely, struggle, cry",8,"ill, unhappy, miserable, noisy, lonely, struggle, bad, battle",5,"ill, doubt, lonely, struggle, bad",11,"trust, account, advice, doubt, frank, good, mother, word, father, expect, kind",5,"ill, unhappy, miserable, lonely, bad",4,"good, leave, expect, laugh",7,"thought, expected, good, mother, time, long, expect",-8,Negative
saturday may 6 1944,monday may 8 1944,13,"share, diary, love, mother, good, finally, true, pride, improve, food, proud, birthday, fun",17,"older, lowest, ill, miserably, unhappiness, unkind, upset, hurtful, sorrow, black, cruel, ashamed, lonely, missing, broken, undertaker, pain",13,"despicable, ill, upset, hurtful, mistress, cruel, words, lonely, deserve, broken, injustice, blame, unkind",11,"ill, unkind, hurtful, sorrow, cruel, lonely, missing, difficult, broken, police, pain",19,"supporting, good, finally, account, frank, improve, diary, share, show, true, deserve, father, food, police, defended, mother, errand, important, proud",12,"despicable, ill, boy, mistress, hurtful, finally, cruel, ugly, ashamed, lonely, blame, unkind",3,"good, birthday, finally",17,"ready, share, track, delivery, letter, develop, daily, mother, errand, good, finally, improve, deserve, proud, start, birthday, fun",-4,Negative
monday may 8 1944,tuesday may 9 1944,13,"delicious, spouse, money, laugh, mother, beautiful, gorgeous, good, elegant, art, food, exciting, youth",4,"lost, homicide, case, art",5,"hot, homicide, money, words, youth",5,"homicide, inflation, war, youth, case",12,"fairly, fill, spouse, money, frank, mother, nurse, assure, good, father, food, advocate",1,homicide,7,"money, laugh, good, art, mouth, exciting, youth",9,"happen, money, addresses, mother, good, time, art, exciting, youth",19,Highly Positive
tuesday may 9 1944,wednesday may 10 1944,12,"laughter, green, pretty, perfect, daughter, diary, shopping, lovely, mother, finally, satisfied, present",2,"confinement, lovely",1,confinement,4,"confinement, hiding, hearing, laxative",15,"green, pretty, perfect, lesson, frank, shopping, grandfather, mother, finally, lovely, fully, word, father, diary, present",3,"boy, finally, laxative",6,"laughter, trick, shopping, lovely, finally, present",12,"laughter, pretty, perfect, lesson, thought, shopping, mother, finally, time, lovely, inquiry, present",29,Highly Positive
wednesday may 10 1944,thursday may 11 1944,4,"luck, share, laughter, found",2,"dashed, disaster",3,"armed, dashed, disaster",3,"armed, dashed, disaster",4,"share, found, father, fact",2,"stink, disaster",4,"luck, laughter, suddenly, disaster",5,"laughter, share, immediately, time, luck",3,Positive
thursday may 11 1944,thursday may 11 1944,8,"heroism, laugh, mother, good, finally, liberation, treat, god",17,"vanished, ill, shell, abuse, upset, prisoner, hurt, stroke, apologize, treat, stripped, abduction, bum, blue, horror, die, bad",16,"mutter, ill, shell, hot, scolding, abuse, upset, prisoner, spite, hurt, words, treat, stripped, belt, horror, bad",17,"vanished, ill, shell, abuse, prisoner, hurt, stroke, flying, belt, treat, stripped, abduction, hiding, horror, die, god, bad",10,"usual, heroism, frank, mother, finally, good, father, treat, apologize, god",9,"ill, abuse, prisoner, finally, bum, stripped, treat, horror, bad",10,"vanished, shell, heroism, laugh, finally, good, liberation, treat, abduction, horror",11,"heroism, coming, mother, finally, time, good, liberation, stripped, treat, long, god",-30,Highly Negative
thursday may 11 1944,saturday may 13 1944,19,"vacation, good, finally, graduation, god, marriage, pride, treat, diary, nap, laugh, true, heroism, love, mother, liberation, succeed, friend, happy",25,"upset, shattered, chaos, stroke, plight, stripped, die, bad, vanished, depression, prisoner, bum, cross, treat, dying, horror, shell, concerned, hurt, abduction, apologize, case, ill, abuse, blue",19,"scolding, upset, chaos, words, stripped, bad, prisoner, spite, cross, treat, dying, horror, mutter, shell, hot, hurt, ill, abuse, belt",26,"chaos, stroke, plight, stripped, die, graduation, god, bad, vanished, prisoner, cross, treat, dying, horror, shell, concerned, hurt, abduction, hiding, war, case, ill, abuse, flying, belt, remains",22,"finally, good, professor, graduation, god, marriage, manage, secret, frank, treat, diary, serve, usual, true, father, apologize, heroism, mother, friend, succeed, happy, remains",12,"ill, abuse, prisoner, finally, plight, bum, stripped, treat, dying, horror, remains, bad",13,"vanished, shell, heroism, break, laugh, finally, good, liberation, succeed, treat, graduation, abduction, horror",20,"vacation, coming, finally, good, plight, tomorrow, stripped, graduation, long, god, marriage, time, treat, wait, heroism, thought, mother, liberation, succeed, happy",-21,Highly Negative
saturday may 13 1944,tuesday may 16 1944,8,"shining, tree, wonderful, sun, beautiful, beer, bloom, delicious",0,,1,tree,0,,6,"tree, wonderful, frank, sun, bloom, father",1,tree,3,"wonderful, tree, sun",4,"bloom, shining, sun, tree",16,Highly Positive
tuesday may 16 1944,friday may 19 1944,7,"love, mother, laughing, true, art, majority, exciting",4,"dull, art, ill, interested",3,"words, invasion, ill",3,"war, ill, medical",8,"show, frank, mother, true, convinced, majority, medical, religion",2,"ill, interested",2,"exciting, art",11,"exciting, correspondence, wait, mother, time, store, wont, art, start, long, medical",14,Highly Positive
friday may 19 1944,saturday may 20 1944,4,"kiss, love, happy, tenderness",2,"ill, hell",4,"conquest, force, ill, hell",4,"conquest, force, ill, hell",2,"frank, happy",3,"ill, hell, boy",1,kiss,2,"kiss, happy",-5,Negative
saturday may 20 1944,thursday may 25 1944,18,"pay, hope, faith, save, heroic, freedom, rising, generous, laugh, mother, laughing, lovely, good, true, liberation, honest, beautiful, luck",20,"ruined, upset, dreadful, lovely, crying, awful, die, impossible, dismay, bad, terrible, affront, honest, lost, unfortunate, sorrow, loss, damage, sacrifices, hatred",20,"ruined, upset, dreadful, words, awful, dismay, bad, terrible, affront, honest, threat, unthinkable, fighting, deserve, blame, invasion, unjust, loss, damage, hatred",24,"suspense, ruined, dreadful, awful, die, asylum, dismay, bad, terrible, affront, honest, hatred, difficult, threat, foreboding, unthinkable, anxious, war, waver, sorrow, loss, mistaken, sacrifices, fever",25,"save, justice, lovely, good, expect, policy, confirmed, faith, frank, honest, hope, show, heroic, freedom, true, deserve, father, upright, cover, pay, fact, generous, truth, mother, shoulder",14,"terrible, ruined, unthinkable, dreadful, blame, nose, affront, awful, damage, hatred, honest, sacrifices, lesser, bad",14,"suspense, hope, differently, purity, heroic, laugh, lovely, affront, good, liberation, judgment, luck, dismay, expect",19,"suspense, dreadful, lovely, good, long, dismay, expect, faith, time, foreboding, hope, deserve, luck, anxious, pay, rising, mother, liberation, fate",-16,Highly Negative
thursday may 25 1944,friday may 26 1944,6,"hope, young, pleased, mother, deal, happy",9,"lowest, ill, loneliness, worse, black, loss, lonely, case, abyss",4,"loss, hot, lonely, ill",10,"ill, loneliness, rule, worse, loss, lonely, hiding, war, case, abyss",10,"hope, rule, frank, advise, agreeable, mother, deal, father, steady, happy",2,"lonely, ill",4,"deal, hope, young, steady",7,"hope, young, happen, mother, hungry, deal, happy",-2,Negative
friday may 26 1944,wednesday may 31 1944,6,"weight, love, laugh, good, happy, food",15,"oppressive, weight, horror, unbearable, mocking, shrink, forgotten, misery, miserable, awful, cruel, despair, broken, disappointment, anxiety",16,"tension, oppressive, invasion, crushing, mocking, misery, miserable, awful, cruel, fear, bear, despair, raid, broken, horror, anxiety",21,"misery, awful, despair, frightened, crushing, shrink, bear, raid, horror, weight, forgotten, fear, hiding, broken, police, mysterious, stunned, oppressive, forced, cruel, anxiety",9,"noble, weight, frank, father, good, top, happy, food, police",14,"oppressive, toilet, dirty, weight, crushing, unbearable, mocking, misery, miserable, awful, cruel, despair, disappointment, horror",8,"frightened, weight, laugh, good, raid, mysterious, horror, stunned",11,"happen, weight, hurry, coming, thought, good, top, happy, mysterious, long, anxiety",-40,Highly Negative
wednesday may 31 1944,friday june 2 1944,5,"shining, wonderful, enjoying, finally, beautiful",5,"late, ill, hurt, awful, suffocating",5,"horrible, ill, hot, hurt, awful",5,"horrible, ill, hurt, awful, suffocating",8,"watchman, wear, wonderful, frank, enjoying, finally, word, fixed",6,"horrible, ill, sour, finally, awful, suffocating",2,"finally, wonderful",3,"finally, shining, enjoying",-5,Negative
friday june 2 1944,monday june 5 1944,3,"good, success, safe",4,"problem, falling, worry, worse",2,"shooting, fear",6,"shooting, worry, worse, problem, fear, hiding",4,"good, frank, safe, formula",0,,1,good,3,"good, success, worry",-2,Negative
monday june 5 1944,tuesday june 6 1944,2,"friendly, friendship",5,"bottom, black, destroyed, impossible, bad",2,"destroyed, bad",2,"destroyed, bad",3,"friendly, frank, friendship",2,"bombed, bad",0,,2,"friendly, long",-4,Negative
tuesday june 6 1944,friday june 9 1944,9,"hope, victory, feeling, good, liberation, true, luck, engaged, salvation",10,"dark, terrible, bad, ill, agony, bomb, feeling, suffering, destroyed, cry",13,"terrible, invasion, bad, ill, fighting, commotion, combat, enemy, bomb, feeling, hit, destroyed, agony",12,"terrible, warned, bad, ill, agony, combat, enemy, bomb, feeling, destroyed, lines, suffering",15,"hope, usual, general, steadfast, victory, school, measure, feeling, frank, good, true, ground, engaged, salvation, real",6,"terrible, bad, ill, enemy, feeling, suffering",7,"warned, hope, bomb, feeling, good, liberation, luck",14,"warned, hope, prepare, victory, feeling, thought, good, liberation, time, begun, long, luck, engaged, salvation",-3,Negative
friday june 9 1944,tuesday june 13 1944,9,"excitement, freedom, generous, money, music, finally, child, art, victor",7,"difficulties, crazy, unbearable, music, miserable, art, bad",6,"invasion, crazy, fighting, money, miserable, bad",4,"flying, war, bad, crazy",6,"freedom, generous, money, frank, modest, finally",4,"finally, miserable, unbearable, bad",4,"finally, excitement, money, art",6,"excitement, money, finally, child, time, art",0,Neutral
tuesday june 13 1944,friday june 16 1944,31,"sweet, birth, finally, good, found, favorite, hero, affection, reward, liberate, admiration, holiday, enjoy, birthday, esteem, bouquet, respect, share, beautiful, true, glad, luck, kind, comfort, progress, hopeful, starry, beauty, mother, art, present",26,"isolated, misery, curse, illness, dark, terrible, tolerate, miserable, hate, unfair, cross, esteem, pain, longing, inferior, crazy, sentence, remove, leave, rainy, struggle, doubt, art, humble, blue, buried",29,"misery, words, curse, injustice, dislike, terrible, tolerate, fight, spite, miserable, hate, unfair, liberate, cross, bear, scoff, quarrel, crazy, hot, sentence, remove, force, fear, struggle, glare, invasion, complaint, arrogant, accused",29,"hide, birth, isolated, misery, curse, government, illness, terrible, fight, hate, bear, difficult, cross, pain, crazy, sentence, remove, shaking, force, fear, courageous, change, mysterious, struggle, glare, war, doubt, accused, buried",38,"sweet, agreement, advice, birth, finally, good, found, favorite, hero, confide, religion, affection, reward, frank, liberate, theory, author, enjoy, admiration, esteem, bouquet, system, respect, share, true, convinced, fort, father, kind, comfort, fact, hopeful, doubt, truth, mother, strength, real, present",15,"abject, terrible, boy, sentence, finally, miserable, hate, arrogant, curse, unfair, humble, misery, pompous, scoff, dislike",13,"sweet, reward, hopeful, finally, good, leave, art, liberate, luck, mysterious, hero, birthday, present",33,"sweet, birth, finally, good, start, long, hero, ready, reward, time, liberate, theory, holiday, enjoy, birthday, respect, share, longing, sentence, intended, glad, luck, mysterious, comfort, progress, hopeful, starry, thought, mother, art, opportunity, ultimately, present",3,Positive
friday june 16 1944,friday june 23 1944,4,"mother, money, humanity, laugh",6,"shot, suicide, worse, prison, suffering, offended",6,"shot, irritable, suicide, money, prison, offended",7,"shot, suicide, rule, worse, prison, afraid, suffering",6,"humanity, rule, money, frank, mother, strength",3,"stomach, egotistical, suffering",3,"shot, money, laugh",2,"mother, money",-10,Negative
friday june 23 1944,tuesday june 27 1944,2,"vacation, special",2,"sunk, lower",2,"offensive, attack",3,"sunk, attack, operation",3,"count, frank, operation",2,"sunk, offensive",0,,2,"vacation, begun",-2,Negative
tuesday june 27 1944,friday june 30 1944,1,luck,8,"socialist, captive, damage, fell, hell, broken, fat, bad",8,"invasion, fight, socialist, damage, hell, broken, bad, screaming",9,"fight, socialist, captive, shaking, hell, broken, military, bad, screaming",3,"frank, planning, leader",7,"pig, socialist, damage, hell, fat, bad, screaming",1,luck,4,"luck, time, long, planning",-24,Highly Negative
friday june 30 1944,thursday july 6 1944,5,"triumphant, spirits, mother, wonderfully, buddy",3,"painful, terribly, bad",2,"painful, bad",3,"painful, ghastly, bad",4,"mother, triumphant, frank, buddy",3,"painful, ghastly, bad",2,"spirits, wonderfully",5,"triumphant, spirits, thought, mother, buddy",3,Positive
thursday july 6 1944,saturday july 8 1944,19,"money, wonderful, good, blessed, god, feeling, happiness, honest, alive, admirable, hope, accomplish, true, glad, inviting, beauty, achieve, deal, happy",8,"terrible, inferior, feeling, honest, hell, lonely, wretched, deceit",10,"terrible, money, fight, feeling, punishment, fear, honest, hell, lonely, deceit",14,"terrible, purgatory, alien, fight, feeling, punishment, fear, honest, hell, difficult, change, lonely, god, deceit",26,"honor, money, wonderful, good, word, weigh, confide, god, religion, effective, frank, feeling, honest, alive, admirable, hope, true, antidote, conscience, inviting, noble, achieve, leading, deal, happy, strength",11,"terrible, purgatory, alien, boy, feeling, punishment, honest, hell, lonely, wretched, deceit",8,"hope, inviting, money, wonderful, feeling, good, deal, deceit",19,"money, good, start, weigh, god, develop, feeling, happiness, time, alive, hope, antidote, glad, track, inviting, thought, deal, opportunity, happy",21,Highly Positive
saturday july 8 1944,friday july 21 1944,31,"sweet, excitement, finally, good, god, intimate, grow, affection, feeling, delicious, triumph, peace, diary, share, green, laugh, child, beautiful, true, glad, young, outstanding, beauty, love, achieve, mother, friend, confidence, deal, friendship, satisfied",38,"upset, shattered, chaos, crushed, exhausted, guilt, impossible, alienated, disappointment, bad, difficulties, criticism, fall, feeling, death, lonely, cruelty, neglected, mistake, suffering, shell, killing, disapproval, strip, crazy, subjected, leave, hopeless, wretched, destroyed, grim, badly, struggle, older, ill, doubt, boredom, lose",27,"irritable, upset, chaos, crushed, kicking, bad, criticism, fight, feeling, spite, death, lonely, bear, cruelty, neglected, attack, conquest, shell, killing, crazy, hot, destroyed, grim, struggle, ill, lose, smell",34,"chaos, crushed, god, bad, trembling, withstand, fight, feeling, death, lonely, bear, difficult, cruelty, attack, suffering, conquest, shell, killing, crazy, shaking, hopeless, destroyed, grim, hiding, change, struggle, defend, ill, forced, rule, doubt, confidence, watch, lose",34,"sweet, justice, finally, good, obvious, facts, god, intimate, effective, grow, affection, frank, feeling, advise, peace, diary, share, green, true, father, defended, rule, doubt, truth, mother, achieve, confidence, footing, deal, top, important, friendship, friend, title",19,"boy, egotistical, finally, crushed, guilt, disappointment, bad, feeling, death, lonely, cruelty, neglected, suffering, stomach, wretched, grim, ill, lose, smell",17,"sweet, excitement, young, shell, differently, break, feeling, laugh, finally, good, leave, death, deal, outrageous, mouth, lose, worm",35,"morn, sweet, excitement, coming, auction, finally, good, start, god, intimate, contingent, grow, withstand, letter, mail, feeling, time, death, triumph, peace, share, hurried, child, glad, grim, worm, impatient, young, approaching, mother, deal, top, watch, store, ultimately",-18,Highly Negative
friday july 21 1944,tuesday august 1 1944,5,"young, happy, peace, kind, loyal",8,"shot, sore, kill, death, dictatorship, hell, soldier, assassination",10,"shoot, shot, reprimand, sore, death, dictatorship, hell, soldier, rifle, assassination",13,"shoot, shot, cowardly, escaped, kill, conspiracy, death, dictatorship, hell, loyal, war, rifle, assassination",13,"impeccable, general, school, officer, frank, proof, truth, happy, establish, peace, kind, loyal, commanding",3,"death, dictatorship, hell",4,"shot, death, young, loyal",8,"young, attempt, time, death, dictatorship, happy, peace, start",-8,Negative
tuesday august 1 1944,ANNE'S DIARY ENDS HERE,13,"amusing, save, powerful, good, finally, cheerfulness, cash, clown, embrace, joy, honest, victor, happy",19,"mocking, negative, unpleasant, bad, death, honest, cross, late, forgotten, imprisonment, broke, epidemic, leave, quiet, steal, ill, lost, exhaustion, sick",17,"ill, lying, mocking, dislike, enemy, imprisonment, ambush, words, armed, death, cash, honest, epidemic, cross, powerful, bad, steal",22,"hide, bad, enemy, death, honest, cross, powerful, forgotten, imprisonment, broke, epidemic, change, hiding, police, steal, ill, escape, forced, ambush, armed, cash, unknown",20,"advice, save, testimony, good, finally, cheerfulness, fellow, word, secret, frank, honest, translation, powerful, educational, police, brother, cash, embrace, happy, united",14,"ill, lying, mocking, imprisonment, enemy, finally, epidemic, death, honest, sick, powerful, unpleasant, bad, dislike",9,"ambush, good, finally, death, leave, diversion, clown, embrace, epidemic",17,"intended, escape, letter, wait, exhaustion, good, finally, cheerfulness, death, cash, clown, embrace, happy, powerful, shortly, epidemic, unknown",-22,Highly Negative
